教学班,培养类型,课程代码,课程名称,课程性质,课程类别,授课语言,学分,学时,教师,上课信息,选课要求,面向对象,限制对象,本科生容量/已选,研究生容量/已选,开课院系
货币银行学-01班-双语,本,FIN210,货币银行学 Economics of Money and Banking,必修,专业必修课,双语,3.0,48.0,孙俊霞,"1-15周,星期三第7-8节 商学院110
2-14双周,星期一第3-4节 商学院110",,,,45 / 13,0 / 0,金融系
政治经济学-01班-双语,本,FIN215,政治经济学 Political Economics,必修,专业基础课,双语,3.0,48.0,杨世杰,"1-15周,星期一第5-6节 商学院225
1-15周,星期四第9-10节 商学院225",,,,40 / 17,0 / 0,金融系
金融实证分析方法 01班-双语,本,FIN302,金融实证分析方法 Empirical Methods in Finance,必修,专业必修课,双语,3.0,48.0,谢健,"1-15周,星期一第3-4节 商学院111
1-15周,星期三第9-10节 商学院111",,,,45 / 13,0 / 0,金融系
金融衍生品-01班-中文,本,FIN305,"金融衍生品 Options, Futures and Financial Derivatives",必修,专业必修课,中文,3.0,48.0,李仲飞,"1-9单,13,15周,星期二第3-4节 商学院111<br/>1-15周,星期四第3-4节 商学院111<br/>12周,星期六第5-6节 商学院111",,,,50 / 25,0 / 0,金融系
固定收益产品-01班-双语,本,FIN306,固定收益产品 Fixed Income: Models and Applications,选修,专业选修课,双语,2.0,32.0,Wang Shaun Shuxun,"1-15周,星期二第7-8节 商学院111",,,,45 / 15,10 / 0,金融系
金融经济学-01班-中文,本,FIN308,金融经济学 Financial Economics,必修,专业必修课,中文,3.0,48.0,杨旭宁,"1-10,12-15周,星期三第3-4节 商学院111<br/>2-12双周,星期五第5-6节 商学院111<br/>12周,星期六第3-4节 商学院111<br/>14周,星期五第5-6节 商学院206",,,,45 / 11,5 / 1,金融系
中国经济与金融-01班-双语,本,FIN310,中国经济与金融 China Economics and Finance,必修,专业必修课,双语,3.0,48.0,陈路明,"1-15周,星期四第5-6节 商学院111<br/>2-14双周,星期二第6-8节 商学院111",,,,45 / 22,0 / 0,金融系
数理金融-01班,研,FIN5018,数理金融 Mathematical Finance,选修,专业选修课,,3.0,48.0,杨招军,"1-2,4-15周,星期四第9-10节 商学院208
1-2,4-15周,星期四第11-11节 商学院208
3周,星期日第9-10节 商学院208
3周,星期日第11-11节 商学院208",,,年级:2025;学院:深圳理工大学;层次:硕士;,0/0,20/7,金融系
人工智能与量化金融-01班-英文,研,FIN5020,人工智能与量化金融 Artificial Intelligence and Quantitative Finance,选修,专业选修课,英文,3.0,48.0,王豪,"1-15周,星期一第9-11节 智华楼213",,,年级:2025;学院:深圳理工大学;层次:硕士;,0/0,35/34,金融系
财务报表分析-01班-,研,FIN5022,财务报表分析 Financial Statement Analysis,必修,专业必修课,中文,3.0,48.0,朱昊然,"1-12,14,15周,星期三第7-8节 商学院225
2-14双周,星期二第7-8节 商学院225
13周,星期日第7-8节 商学院225",,,年级:2025;学院:深圳理工大学;层次:硕士;,0/0,30/22,金融系
中国金融学研究前沿-01班-,研,FIN5025,中国金融学研究前沿 New Structural Financial Economics,选修,专业选修课,,3.0,48.0,周皓,"1-15周,星期三第9-11节 商学院206",,,年级:2025;学院:深圳理工大学;层次:硕士;,0/0,30/21,金融系
计量经济学-01班-双语,本,FMA301,计量经济学 Ecometrics,必修,专业核心课,双语,3.0,48.0,杨磊,"1-15单周,星期一第5-6节 智华楼302
1-12,14,15周,星期三第5-6节 智华楼30 2
13周,星期日第3-4节 智华楼302",,,,50/28,0/0,数学系
金融经济学-01班-双语,本,FMA302,金融经济学 Financial Economics,必修,专业核心课,双语,3.0,48.0,古嘉雯,"1-15周,星期三第7-8节 智华楼306
4-14双周,星期一第7-8节 智华楼306
9周,星期日第5-6节 智华楼301",,,,40/30,0/0,数学系
衍生证券模型与定价-01班-双语,本,FMA307,衍生证券模型与定价 Models and Pricing of Financial Derivatives,必修,专业核心课,双语,3.0,48.0,曾萍萍,"1-15周,星期四第5-6节 智华楼303
2-14双周,星期二第5-6节 智华楼303",,,,40/23,0/0,数学系
劳动教育-01班-中文-后置名单,本,GE108,劳动教育 Education on the Hard-working Spirit,必修,通识必修课,中文,1.0,32.0,,,,,,1000/0,0/0,马克思主义学院
心理学-01班-中文,本,GE1221,心理学 Introduction to Psychology,选修,社科类,中文,2.0,32.0,孙志凤,"1-15周,星期一第9-10节 一教425",,,,53/53,0/0,马克思主义学院
心理学-02班-中文,本,GE1221,心理学 Introduction to Psychology,选修,社科类,中文,2.0,32.0,孙志凤,"上课信息: 1-15周,星期二第5-6节 一教425",,,,50 / 46,0 / 0,马克思主义学院
体育II-中文-太极保健课-太极保健课,本,GE132,体育II Physical Education II,必修,通识必修课,中文,1.0,32.0,刘淑慧-外聘,"上课信息: 1-15周,星期五第9-10节 润扬体育馆舞 馒房",,,年级:2024;,26 / 32,0 / 0,体育中心
体育II-中文-空手道1班,本,GE132,体育II Physical Education II,必修,通识必修课,中文,1.0,32.0,赵洋,"上课信息: 1-15周,星期五第7-8节 综合训练馆与学 生活动中心四楼跆拳道馆",,,年级:2024;,34 / 29,0 / 0,体育中心
体育II-中文-网球4班,本,GE132,体育II Physical Education II,必修,通识必修课,中文,1.0,32.0,赵一品,"上课信息: 1-15周,星期五第7-8节 欣园网球场",,,年级:2024;,34 / 34,0 / 0,体育中心
体育II-中文-瑜伽2班,本,GE132,体育II,必修,通识必修课,中文,1.0,32.0,王鑫,"1-15周,星期五第3-4节 润扬体育馆舞蹈房",,,年级:2024;,30/30,0/0,体育中心
体育II-中文-跆拳道2班,本,GE132,体育II,必修,通识必修课,中文,1.0,32.0,赵洋,"1-15周,星期五第3-4节 综合训练馆与学生活动中心四楼跆拳道馆",,,年级:2024;,34/31,0/0,体育中心
体育II-中文-体育舞蹈1班,本,GE132,体育II,必修,通识必修课,中文,1.0,32.0,赖莎,"1-15周,星期五第3-4节 沿湖书院舞蹈房",,,年级:2024;,28/28,0/0,体育中心
体育II-中文-户外运动1班,本,GE132,体育II,必修,通识必修课,中文,1.0,32.0,罗林斯特,"1-15周,星期五第3-4节 田径场",,,年级:2024;,34/36,0/0,体育中心
体育II-中文-网球3班,本,GE132,体育II,必修,通识必修课,中文,1.0,32.0,白波,"1-15周,星期四第3-4节 欣园网球场",,,年级:2024;,34/32,0/0,体育中心
体育II-中文-瑜伽1班,本,GE132,体育II<br>Physical Education II,必修,通识必修课,中文,1.0,32.0,王鑫,"1-15周,星期四第3-4节 洞杨体育馆舞蹈房",,,年级:2024;,30 / 27,0 / 0,体育中心
体育II-中文-篮球2班,本,GE132,体育II<br>Physical Education II,必修,通识必修课,中文,1.0,32.0,王瑛,"1-15周,星期四第3-4节 综合训练馆与学生活动中心一楼篮球馆",,,年级:2024;,34 / 30,0 / 0,体育中心
体育II-中文-足球1班,本,GE132,体育II<br>Physical Education II,必修,通识必修课,中文,1.0,32.0,孙颜,"1-15周,星期四第3-4节 棒球场",,,年级:2024;,34 / 10,0 / 0,体育中心
体育II-中文-匹克球1班,本,GE132,体育II<br>Physical Education II,必修,通识必修课,中文,1.0,32.0,魏伟成,"1-15周,星期三第1-2节 风雨操场篮球场",,,年级:2024;,34 / 31,0 / 0,体育中心
体育II-中文-健身2班,本,GE132,体育II<br>Physical Education II,必修,通识必修课,中文,1.0,32.0,赵飞,"1-15周,星期四第1-2节 洞杨体育馆四楼体能中心",,,年级:2024;,34 / 33,0 / 0,体育中心
体育II-中文-跆拳道1班,本,GE132,体育II<br/>Physical Education on II,必修,通识必修课,中文,1.0,32.0,赵洋,"赵洋<br/>上课信息：<br/>1-15周,星期三第5-6节 综合训练馆与学生活动中心四楼跆拳道馆",,,年级:2024;,34 / 30,0 / 0,体育中心
体育II-中文-足球2班,本,GE132,体育II<br/>Physical Education on II,必修,通识必修课,中文,1.0,32.0,赵一品,"赵一品<br/>上课信息：<br/>1-15周,星期三第3-4节 松禾体育场足球场",,,年级:2024;,34 / 30,0 / 0,体育中心
体育II-中文-网球1班,本,GE132,体育II<br/>Physical Education on II,必修,通识必修课,中文,1.0,32.0,白波,"白波<br/>上课信息：<br/>1-15周,星期三第3-4节 欣园网球场",,,年级:2024;,34 / 35,0 / 0,体育中心
体育II-中文-篮球3班,本,GE132,体育II<br/>Physical Education on II,必修,通识必修课,中文,1.0,32.0,王蝶,"王蝶<br/>上课信息：<br/>1-15周,星期三第3-4节 综合训练馆与学生活动中心一楼篮球馆",,,年级:2024;,34 / 32,0 / 0,体育中心
体育II-中文-排球2班,本,GE132,体育II<br/>Physical Education on II,必修,通识必修课,中文,1.0,32.0,侯思宇,"侯思宇<br/>上课信息：<br/>1-15周,星期二第3-4节 综合训练馆与学生活动中心一楼篮球馆",,,年级:2024;,34 / 33,0 / 0,体育中心
体育II-中文-运动与体能（塑形）2班,本,GE132,体育II,必修,通识必修课,中文,1.0,32.0,董伦红,"1-15周,星期三第3-4节 润杨体育馆四楼体能中心",,,年级:2024;,34 / 39,0 / 0,体育中心
体育II-中文-运动与体能（塑形）1班,本,GE132,体育II,必修,通识必修课,中文,1.0,32.0,董伦红,"1-15周,星期三第1-2节 润杨体育馆四楼体能中心",,,年级:2024;,34 / 35,0 / 0,体育中心
体育II-中文-篮球1班,本,GE132,体育II,必修,通识必修课,中文,1.0,32.0,王镁,"1-15周,星期三第1-2节 综合训练馆与学生活动中心一楼篮球馆",,,年级:2024;,34 / 27,0 / 0,体育中心
体育II-中文-体育舞蹈2班,本,GE132,体育II,必修,通识必修课,中文,1.0,32.0,赖莎,"1-15周,星期二第9-10节 沿湖书院舞蹈房",,,年级:2024;,28 / 28,0 / 0,体育中心
体育II-中文-游泳2班,本,GE132,体育II,必修,通识必修课,中文,1.0,32.0,魏伟成,"1-15周,星期二第7-8节 游泳馆",,,年级:2024;,34 / 34,0 / 0,体育中心
体育II-中文-定向越野1班,本,GE132,体育II,必修,通识必修课,中文,1.0,32.0,梁锡元,"1-15周,星期一第1-2节 田径场",,,年级:2024;,34 / 40,0 / 0,体育中心
体育II-中文-游泳1班,本,GE132,体育II,必修,通识必修课,中文,1.0,32.0,叶梓琪,"1-15周,星期一第1-2节 游泳馆",,,年级:2024;,34 / 29,0 / 0,体育中心
体育II-中文-搏击1班,本,GE132,体育II,必修,通识必修课,中文,1.0,32.0,卢阳,"1-15周,星期一第1-2节 风雨操场搏击馆",,,年级:2024;,34 / 34,0 / 0,体育中心
体育II-中文-健身1班,本,GE132,体育II,必修,通识必修课,中文,1.0,32.0,赵飞,"1-15周,星期一第1-2节 润扬体育馆四楼体能中心",,,年级:2024;,34 / 35,0 / 0,体育中心
市场营销管理-01班-中文,本,GE2100,市场营销管理,选修,社科类,中文,2.0,32.0,王捷,"1-15周,星期二第7-8节 一教107",,,,140 / 150,0 / 0,马克思主义学院
创业管理-01班-中文,本,GE212,创业管理,选修,社科类,中文,2.0,32.0,王捷,"1-15周,星期一第7-8节 智华楼208",,,,140 / 150,0 / 0,马克思主义学院
蛋白质结构与功能-01班-双语-1组,本,BIO331,蛋白质结构与功能,选修,专业选修课,双语,3.0,64.0,曾福星,"主任教：曾福星
上课信息：1-15周,星期五第5-6节 智华楼302
课内实验：曾福星
上课信息：1-15周,星期五第7-8节 智华楼510机房",,,,30 / 17,0 / 0,生物系
干细胞与再生生物学-01班-双语,本,BIO332,干细胞与再生生物学,选修,专业选修课,双语,2.0,32.0,余化鹏,"余化鹏
上课信息：1-6,8-15周,星期四第3-4节 商学院226
8周,星期日第5-6节 商学院226",,,,30 / 17,0 / 0,生物系
现代生物技术实验-01班-双语,本,BIO344,现代生物技术实验,选修,专业选修课,双语,2.0,64.0,余寿红 张敏,"余寿红 张敏
上课信息：1-14周,星期四第5-8节 莹园2栋503",每次实验课（包括第1-3周）都计入期末成绩，且没有补课。,,,24 / 26,0 / 0,生物系
科学写作-01班-英文,本,BIO348,科学写作,选修,专业选修课,英文,1.0,16.0,XIAO BO(肖波),"XIAO BO(肖波)
上课信息：2-14双周,星期五第3-4节 智华楼306",,,,20 / 12,0 / 0,生物系
体育IV-中文-咏春1班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,沈莉-外聘,"1-15周,星期一第1-2节 润扬体育馆舞蹈房",,,年级:2025;,30/26,0/0,体育中心
体育IV-中文-定向越野2班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,梁锡元,"1-15周,星期一第3-4节 田径场",,,年级:2025;,34/38,0/0,体育中心
体育IV-中文-游泳（基础）1班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,叶祥琪,"1-15周,星期一第3-4节 游泳馆",,,年级:2025;,34/35,0/0,体育中心
体育IV-中文-匹克球2班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,魏伟成,"1-15周,星期一第3-4节 风雨操场篮球场",,,年级:2025;,34/34,0/0,体育中心
体育IV-中文-羽毛球1班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,曾煜民,"1-15周,星期一第3-4节 润扬体育馆羽毛球场",,,年级:2025;,34/29,0/0,体育中心
体育IV-中文-户外运动1班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,罗林新待,"1-15周,星期一第7-8节 田径场",,,年级:2025;,34 / 37,0 / 0,体育中心
体育IV-中文-传统武术养生1班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,刘淑慧 外聘,"1-15周,星期一第9-10节 综合训练馆与学生活动中心四楼跆拳道馆",,,年级:2025;,34 / 38,0 / 0,体育中心
体育IV-中文-乒乓球（基础）1班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,车晓曦,"1-15周,星期一第7-8节 综合训练馆与学生活动中心三楼乒乓球馆",,,年级:2025;,34 / 27,0 / 0,体育中心
体育IV-中文-匹克球1班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,魏伟成,"1-15周,星期二第1-2节 风雨操场篮球场",,,年级:2025;,34 / 37,0 / 0,体育中心
体育IV-中文-运动与体能（塑形）1班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,董伦红,"1-15周,星期二第1-2节 洞杨体育馆四楼体能中心",,,年级:2025;,34 / 45,0 / 0,体育中心
体育IV-中文-网球1班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,白波,"1-15周,星期二第3-4节 欣园网球场",,,年级:2025;,34 / 25,0 / 0,体育中心
体育IV-中文-足球1班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,孙颖,"1-15周,星期二第3-4节 松木体育场足球场",,,年级:2025;,34 / 18,0 / 0,体育中心
体育IV-中文-游泳（基础）2班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,叶梓琪,"1-15周,星期二第3-4节 游泳馆",,,年级:2025;,34 / 23,0 / 0,体育中心
体育IV-中文-搏击2班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,卢阳,"1-15周,星期二第3-4节 风雨操场搏击馆",,,年级:2025;,34 / 32,0 / 0,体育中心
体育IV-中文-体育舞蹈1班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,赖莎,"1-15周,星期二第5-6节 沿湖书院舞蹈房",,,年级:2025;,28 / 26,0 / 0,体育中心
体育IV-中文-防身与格斗1班,本,GE232,Physical Education IV,必修,通识必修课,中文,1.0,32.0,侯思宇,"1-15周,星期二第5-6节 润杨体育馆舞蹈房",,,年级:2025;,30 / 21,0 / 0,体育中心
体育IV-中文-排球1班,本,GE232,Physical Education IV,必修,通识必修课,中文,1.0,32.0,梁锡元,"1-15周,星期二第5-6节 综合训练馆与学生活动中心一楼篮球馆",,,年级:2025;,34 / 34,0 / 0,体育中心
体育IV-中文-定向越野1班,本,GE232,Physical Education IV,必修,通识必修课,中文,1.0,32.0,,"1-15周,星期二第7-8节 田径场",,,年级:2025;,34 / 39,0 / 0,体育中心
体育IV-中文-网球2班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,白波,"白波 上课信息: 1-15周,星期二第7-8节 欣园网球场",,,年级:2025;,34 / 33,0 / 0,体育中心
体育IV-中文-羽毛球3班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,管姬民,"管姬民 上课信息: 1-15周,星期二第7-8节 润扬体育馆羽毛球",,,年级:2025;,34 / 32,0 / 0,体育中心
体育IV-中文-定向越野3班,本,GE232,体育IV,必修,通识必修课,中文,1.0,32.0,梁锡元,"梁锡元 上课信息: 1-15周,星期三第1-2节 田径场",,,年级:2025;,34 / 36,0 / 0,体育中心
